,,Appearance,Behaviour,Where and when,Description
97596,24,"10 tot 15 mm. Goudgeel, dicht behaard. ",Legt eieren in koeienvlaaien.,Overal. Van april tot oktober.,"<p><span class=""label"">Lekkere koeienvlaai </span>Drekvliegen zijn verzot op koeienvlaai. Daarom worden ze ook wel strontvliegen genoemd. Een vers dampende koeienflats trekt meteen veel drekvliegen aan. Het zijn vrouwtjes die op de koeienvlaai hun eieren afzetten. De larven ontwikkelen zich in de mest. Daar voeden ze zich met larven van andere insecten die er ook in leven. Mest is een ideale broedkamer, want vlaaien warmen snel op in de zon en houden de warmte lang vast. Ze zijn ook vochtig van binnen en leveren veel voedingsstoffen omdat koeien hun eten niet helemaal verteren. Aan de buitenkant heeft de vlaai een harde korst. Dat is een goede bescherming voor de larven die eronder leven. Vogels kunnen met hun snavel maar moeilijk door die harde korst heenbreken.</p>"
97597,24,"10 tot 15 mm. Bruinrood, grote gele kop met bruinrode ogen, lichtbruine vleugels. Achterlijf gekromd.",Legt eitjes in levende hommels.,"Op schermbloemen in zandgebieden, maar ook in de stad. Van mei tot september.","<p><span class=""label"">Hommels nodig </span>Blaaskopvliegen leggen hun eitjes in andere insecten terwijl die nog leven. De larve die uit het eitje komt eet het dier waarin hij groeit van binnenuit op. De larven van de blaaskopvlieg leven in hommels. Hoe komt zo’n larve daar in? Vrouwtjesvliegen hebben een soort blikopener aan hun achterlijf. Als ze in de lucht vliegen, botsen ze expres tegen een voorbijkomende hommel op. Snel duwen ze met de blikopener de segmenten van het achterlijf van de hommel uit elkaar en drukken er een eitje tussen. Het gebeurt zo razendsnel dat je het niet kunt zien. </p>"
97598,24,"15 tot 20 mm. Krachtig, behaard lichaam, zwarte kop met grote ver uitelkaar staande ogen, vleugels in rust op de rug gevouwen.",Loert vanaf de grond of planten op voorbij vliegende prooidieren.,"Bosranden en open plekken, ook in tuinen. Van mei tot september.","<p><span class=""label"">Luchtaanval </span>De ringpootroofvlieg is een geduchte rover. Met zijn grote ogen loert hij vanaf de grond of planten op voorbijvliegende insecten. Zoemt er een insect voorbij, dan opent hij de aanval. In volle vlucht duikt hij op het insect en grijpt hem met zijn poten. De roofvlieg keert terug naar zijn uitkijkpost om zijn prooi op te eten. Met zijn steeksnuit prikt hij het insect aan en kan de inhoud zo opzuigen.</p>"
97599,24,"15 tot 20 mm. Slanke mug met witgestreept lijf, lange geringde poten en lange steeksnuit.","Vrouwtjes zuigen bloed bij zoogdieren, ook bij mensen.",Overal waar zoogdieren en mensen zijn. Vooral in de zomer.,"<p><span class=""label"">Injectienaald </span>De ringpootmuskiet is een vliegende injectienaald. Op zijn kop zit een lange en heel dunne steeksnuit. Het is een ideaal instrument om door de huid heen te prikken en in een bloedvat te komen. De naald is hol en zo zuigt de mug bloed uit je lijf. Alleen vrouwtjesmuggen doen dat. Zij hebben het bloed nodig omdat er eiwitten in zitten die ze nodig hebben om hun eitjes te maken. Ook al is het steken vervelend, gelukkig kan de ringpootmuskiet geen ziektes als malaria overbrengen. Dat kunnen alleen tijgermuggen, waar de ringpootmuskiet vaak mee verward wordt doordat hij ook geringde poten heeft.</p>"
97600,24,Kleiner dan 2 mm. Zwart lichaam met kleine gele vlekjes.,Larven vreten gangen in hulstbladeren.,Op hulststruiken. In de lente en de zomer.,"<p><span class=""label"">Mijnwerker </span>Hulst is een struik die met zijn dikke en stekelige bladeren niet veel natuurlijke vijanden heeft, maar de larve van de hulstvlieg vindt de bladeren heerlijk. Als een mijnwerker eet hij zich door het bladmoes, het binnenste van het blad. Bladeren waar zo’n larve inzit zijn goed herkenbaar door de duidelijk zichtbare mijngang. Als de larven volgroeid zijn, verlaten ze het blad en verpoppen in de grond. Ook als de mijngangen leeg zijn, blijven ze nog lange tijd in het blad zichtbaar, vooral ook omdat hulstbladeren in de winter niet afvallen.</p>"
97601,24,"8 tot 10 mm. Slank, zwart-wit gestreept en met steeksnuit. ","Vrouwtjes zuigen bloed bij zoogdieren, ook mensen. ","Tuinen, vooral bij plekjes waar water blijft staan zoals bloempotten en autobanden. In de zomer.","<p><span class=""label"">Verstekeling </span>De tijgermug komt niet van nature in Nederland voor. Hij komt oorspronkelijk uit Azië en is per ongeluk met vliegtuigen naar ons land gebracht. De mug zat verstopt in Lucky bamboo, een sierplant die wordt geïmporteerd uit China. In de zomer van 2005 is de tijgermug voor het eerst hier gezien. Tot grote schrik van de regering, want tijgermuggen kunnen ziekten als malaria overbrengen. Kúnnen, want tot nu toe zijn er nog geen tijgermuggen met malaria in Nederland aangetroffen. Ook heeft de soort zich nog niet bij ons voortgeplant.</p>"
97602,24,"6 tot 9 mm. Glanzend metaalgroen, onbehaard, geelbruine poten.","Op bloemen of bladeren van struiken, als hij binnenshuis terechtkomt dan tegen de ramen aan.",In de tuin en soms in huis bij het raam. Van april tot augustus.,"<p><span class=""label"">Bij het raam </span>Wapenvliegen zitten het liefst buiten op schermbloemen, zoals fluitenkruid of berenklauw. Ze drinken daar nectar. Maar ze komen ook weleens in huis. Staat de deur open dan vliegen ze naar binnen.  Maar binnen is niets te halen en daarom willen ze vlug weer naar buiten. Alleen...waar vind je de uitgang? Al snel wordt de wapenvlieg aangetrokken door het licht dat door het raam valt. Hij gaat erop af in de hoop dat daar de vrijheid is. Maar net als hij denkt naar buiten te vliegen stoot hij zijn neus tegen het glas. Er zit dan niets anders op dan te blijven zitten en wachten tot iemand het raam open zet.</p>"
97603,24,"Vleugels tot 2,5 cm. Roodbruin met een rij blauwe vlekken langs de achterrand. Op de voorste rand zwarte en lichte vlekken, in het midden drie zwarte.",Zit vaak met opengevouwen vleugels te zonnen.,"In natuurgebieden, tuinen en parken. Van februari tot oktober.","<p><span class=""label"">Gevaarlijk zonnen </span>De kleine vos luiert het liefst in de zon. Hij pronkt graag met zijn prachtige kleuren. Soms vouwt hij zijn vleugels even dicht en daarna gaan ze weer open. Het is zijn manier om te knipogen naar de vrouwtjes. Maar rood maakt ook roofdieren nieuwsgierig. Vooral vogels zien die kleur heel goed. Zonnen mag dan lekker zijn, het is ook levensgevaarlijk. Een kleine vos moet oppassen dat hij geen maaltje wordt van een jagende merel.</p>"
97604,24,"Vleugels tot 1,4 cm. Lichaam en bovenkant van vleugels blauw met vooraan een smalle zwarte rand. Onderkant vleugels lichtblauw tot zilvergrijs met stippen.",Vliegt meestal langs struiken of bomen.,"In natuurgebieden, tuinen en parken. Van eind maart tot begin oktober.","<p><span class=""label"">Hoogvlieger </span>Het boomblauwtje vliegt graag in de toppen van bomen en struiken. Veel andere vlinders vliegen meestal vlak bij de grond, waar bloemen staan. Het boomblauwtje is een hoogvlieger, omdat hij zich niet alleen voedt met nectar uit bloemen, maar ook met suiker die wordt uitgepoept door bladluizen en zelfs met het sap van afgebroken takken.</p>"
97605,24,"Vleugels tot 1,5 cm. Vleugels en lichaam blauw. Oranje driehoekjes te zien als de vleugels zijn dichtgevouwen.",Vliegt meestal laag boven de grond.,In natuurgebieden en tuinen met veel bloemen. Van begin mei tot begin oktober.,"<p><span class=""label"">Blauw om op te vallen </span>Alleen bij het mannetje is de bovenkant van de vleugels schitterend blauw. Vrouwtjes zijn bruin en veel saaier. Hun schutkleur is handig omdat ze na de paring eitjes gaan leggen op de bladeren van planten. Waren vrouwtjes ook felgekleurd, dan zouden ze teveel de aandacht trekken van vogels. Aan snel opgegeten vrouwtjes hebben de vlinders niets, want dan zijn ook meteen de eitjes weg.</p>"
97606,24,Vleugels tot 3 cm. Grote donkerrode vlinder. Op elke vleugel een grote oogvlek met fel blauw erin.,Toont met uitgevouwen vleugels zijn vier mooie ogen.,"In natuurgebieden, parken en tuinen. Van begin maart tot eind mei en van eind juni tot oktober.","<p><span class=""label"">Met de wind mee </span>De dagpauwoog is een van de eerste vlinders die je in het voorjaar ziet. Hij overwintert op een vochtige, koele plek in een boom of schuur en komt tevoorschijn zodra de zon wat warmer schijnt. Meteen zoekt een mannetje een vrouwtje om mee te paren. Ze legt haar eitjes op bladeren van brandnetels: voedsel voor de rupsen. Met hun sterke vleugels vliegen dagpauwogen tientallen tot honderden kilometers ver. Als er een lange warme zomer is, gaan ze zwerven. Ook trekken er dan veel dagpauwogen uit Zuid-Europa ons land binnen. Een vaste route hebben ze niet, ze waaien gewoon met de wind mee.</p>"
97607,24,"Vleugels tot 1,3 cm. Voorvleugels van boven en onderen oranje. Achtervleugels grijsbruin met aan de binnenzijde een oranje streep.",Zit graag in de zon met opengevouwen vleugels.,"In natuurgebieden, tuinen en bermen. Van eind april tot eind oktober.","<p><span class=""label"">In vuur en vlam </span>Het is net of deze vlinder in brand staat, zo vurig oranje zijn de vleugels. De mannetjes laten hun mooie kleuren graag zien. Daarmee lokken ze vrouwtjes. Ze doen dit op kale plekjes op de grond. Zo steken hun vleugels nóg feller af.</p>"
97608,24,"Vleugels tot 2,8 cm. Mannetje bruin aan bovenkant met zwarte oogvlek in de punt. Bij vrouwtje oranje, met zwarte oogvlek met witte stip. ","Leeft lang voor een vlinder, bijna een maand.","Natuurgebieden, boerenland en braakliggend terrein in de stad. Begin juni tot eind augustus.","<p><span class=""label"">Manke vleugel </span>Zandoogjes danken hun naam aan de oogvlekken op hun vleugels. Die misleiden aanvallers. Als een vogel de vlinder wil opeten, richt hij zijn aandacht automatisch op het oog. Daardoor hapt de vogel in de vleugel in plaats van in het lichaam. Met een beetje geluk ontsnapt de vlinder. Een hap uit de vleugel maakt het vliegen wel lastig, maar het is altijd beter dan dood zijn.</p>"
97609,24,"Vleugels tot 1,4 cm. Lichtbruine tot gele vleugels zonder tekening, en zwarte uiteinden aan de sprieten.","Mannetjes drinken vaak bij modderpoelen, waterkanten of uitwerpselen.","Bermen, dijken en andere plekken waar veel gras en kruiden staan. Van eind juni tot eind augustus.","<p><span class=""label"">Dikke kop </span> Het zwartsprietdikkopje dankt zijn naam aan de zwarte sprieten op zijn dikke kop. De vleugels zijn kleiner dan bij andere vlinders. Het is dan ook niet zo’n goede vlieger. Meestal fladderen zwartsprietdikkopjes laag bij de grond, op zoek naar bloemen. Ze steken hun lange tong diep in de bloemkelk om nectar te drinken die onderin zit. Mannetjes gebruiken hun tong ook om water te drinken uit modderpoelen. Soms zuigen ze zelfs vocht uit verse drollen. Een beetje vies misschien, maar er zitten allerlei bruikbare stoffen in.</p>"
97610,24,"Vleugels tot 2,2 cm. Bovenkant donkerbruin met een geeloranje vlekkenpatroon en een duidelijk oog (zwart rondje met wit puntje). Op de achtervleugel drie of vier van die oogvlekken.",Mannetjes verdedigen een territorium.,"In natuurgebieden, tuinen en parken. Van eind maart tot eind oktober.","<p><span class=""label"">Verboden toegang </span> Mannetjes verdedigen hun woongebied fel tegen andere mannetjes. Die komen er beslist niet in. Wie zich te dichtbij waagt, wordt meteen verjaagd. Een vrouwtje is echter welkom en het mannetje probeert haar te versieren. Na de paring zet het vrouwtje haar eitjes af op grashalmen langs bosranden. De rupsen die uit het ei komen eten gulzig van het gras. Vroeger zag je bonte zandoogjes vooral op zandgronden. Tegenwoordig ook in polders en weidegebieden, want daar zijn de laatste tijd ook veel bomen geplant. De kans is groot dat je een keer een bont zandoogje ziet, want de vlinder leeft nu in bijna heel Nederland.</p>"
97611,24,"Vleugels tot 3,3 cm. Zwarte vleugelpunten. Vrouwtjes hebben ook twee zwarte stippen.",Rondfladderend of drinkend op bloemen te zien.,"In natuurgebieden en tuinen, van eind april tot begin september.","<p><span class=""label"">Gek op kool</span> Het groot koolwitje is de grootste witte vlinder die je in Nederland kunt zien. Als rups eten grote koolwitjes kool en het kan ze niet zoveel schelen welke koolsoort. Omdat de vrouwtjes soms wel honderd eitjes leggen en de rupsen veel eten, vreten ze in korte tijd een veldje boerenkool of bloemkool kaal. Boeren zien de vlinder daarom liever gaan dan komen.</p>"
97612,24,"Vleugels 2,4 cm. Dikke grijsgroene vleugeladers. Twee vlekken op de bovenkant van de vleugel is een mannetje, vier vlekken een vrouwtje.",Rondfladderend of drinkend op bloemen te zien.,"In natuurgebieden, tuinen en parken. Van begin april tot eind september.","<p><span class=""label"">Aan de lopende band </span> Omdat ze zich snel voortplanten, zie je het klein geaderd witje een groot deel van het jaar rondvliegen. Vroeg in het voorjaar leggen ze al eitjes. De koolwitjes die daar uitkomen zijn snel groot en beginnen ook meteen met eitjes leggen. In de zomer vliegt dan alweer de tweede generatie rond. Ook zij leggen weer eitjes. Die komen uit als de zomer op zijn einde loopt. In een jaar kun je dus drie generaties kleine koolwitjes rond zien vliegen. </p>"
97613,24,"Vleugels 2 tot 2,7 cm. Dunne zwarte rand op de vleugelpunten en vier zwarte vlekken. Voorvleugel van onderen wit, achtervleugel geel.",Vaak drinkend op bloemen te zien.,"In natuurgebieden, tuinen en parken. Van begin april tot half oktober.","<p><span class=""label"">Kleinste koolwitje </span> Het klein koolwitje is ons kleinste witje. De rupsen eten van kool, de vlinders drinken nectar uit bloemen. Door zigzaggend te vliegen, zoekt het witje de omgeving af. Kleine koolwitjes landen op elke bloem die nectar belooft. Omdat nectar onderin zit, steken ze hun lange tong helemaal in de bloem.</p>"
97614,24,"Vleugels 2 cm. Feloranje vleugeltip bij mannetjes, vrouwtje heeft dit oranje niet.","Vrouwtje vooral drinkend op bloemen te zien, mannetje meestal laag boven de grond rondvliegend.",n natuurgebieden en ruige plekken in de stad. In het voorjaar.,"<p><span class=""label"">Mooie mannetjes </span>Die mooie oranje vleugelpunten zie je alleen bij de mannetjes. Vrouwtjes zijn saaier van kleur. Oranje vleugels zijn handig, want zo val je goed op als je op een bloem zit te lonken naar vrouwtjes. Die paren het liefst met het mooiste mannetje. Voor een ander mannetje is de boodschap duidelijk. “Doe geen moeite, deze plek is al bezet!”</p>"
97615,24,"Vleugels tot 2,5 cm. Gemakkelijk te herkennen aan zijn oranje kleur en gerafelde vleugels.",Drinkt uit regenplassen en mest.,"In bos, parken en tuinen. Van maart tot oktober.","<p><span class=""label"">Lekkere vlaai </span>Je ziet zulke flodderige vleugels weleens bij vlinders die versleten zijn en dood gaan. Misschien gebruikt de gehakkelde aurelia zijn vleugels om vijanden te misleiden. Denkt een vogel: ‘laat dat bijna dode hapje maar zitten, want dat smaakt toch niet lekker’. Zelf is de gehakkelde aurelia niet vies van smerig eten. Hij gebruikt koeienvlaaien als restaurant. Op flatsen staat vaak een dun laagje urine. Dat drinkt de vlinder op. Vies maar nuttig: in urine zitten allerlei zouten en mineralen waar hij gezond van blijft.</p>"
97616,24,"Vleugels tot 3,2 cm. Grote donkergekleurde vlinder met in de vleugelpunt enkele witte vlekken. Er loopt een oranjerode band dwars over de vleugels, bijna in een cirkel.",Zwerft rond over grote afstanden.,Overal bij planten met bloemen met veel nectar. Van april tot november.,"<p><span class=""label"">Vlinder op zolder </span>Atalanta’s vliegen soms je huis binnen. Dan vind je ’s winters zomaar een atalanta op zolder. Doodstil in een hoekje. Maar hij is niet dood, hij is aan het overwinteren. Wil je atalanta's helpen, koop dan een speciale vlinderkast om in je tuin op te hangen. Atalanta's brengen daar graag de winter in door. Dan zie je 'jouw' atalanta's al vroeg in het voorjaar in je tuin rondvliegen.</p>"
